merchant_id,merchant_name,category,region
4059,Ford-Nolan,gaming,US-Central
4060,Hernandez-Rojas,gaming,US-Central
4061,Barnes-Johnson,retail,APAC
4062,Kramer Group,restaurant,US-Central
4063,"Hernandez, Diaz and Hamilton",utilities,US-East
4064,"Whitehead, Hernandez and Shah",utilities,APAC
4065,Gallegos-Nash,grocery,APAC
4066,Perez-Tucker,retail,US-East
4067,"Porter, Graham and York",crypto,EU-West
4068,Costa-Brown,restaurant,US-East
4069,"Woods, Roberts and Young",crypto,US-Central
4070,Lara-Butler,gaming,EU-West
4071,Frye Ltd,grocery,EU-East
4072,"Montgomery, Carr and George",online,US-Central
4073,"Campbell, Hardy and Roman",online,US-Central
4074,Wood Group,retail,US-Central
4075,Sanchez-Blackburn,restaurant,EU-East
4076,"Hall, Wiggins and Edwards",grocery,APAC
4077,Buchanan-Peters,utilities,APAC
4078,"Leon, Hale and Winters",gaming,US-East
4079,Harrington-Armstrong,retail,EU-West
4080,Erickson PLC,restaurant,US-Central
4081,Li and Sons,crypto,US-Central
4082,Elliott-Zamora,restaurant,US-Central
4083,Dixon-Davis,travel,US-East
4084,Hanson Inc,restaurant,US-East
4085,"Henry, Morrison and Macdonald",travel,US-East
4086,"Adams, Cole and Waters",grocery,US-Central
4087,Joseph-Cox,travel,US-West
4088,"Smith, Kelly and Oliver",utilities,EU-East
4089,"Thomas, Nelson and Flores",online,US-West
4090,Jacobs-Herrera,online,EU-West
4091,"Lopez, Bradshaw and Jacobs",retail,US-Central
4092,Quinn-Moss,gaming,US-Central
4093,Wright-Bennett,gaming,EU-East
4094,"Cardenas, Smith and Green",restaurant,US-East
4095,Phillips Inc,online,EU-East
4096,"Schneider, Fisher and Richardson",crypto,EU-West
4097,"Moore, Wallace and Edwards",utilities,APAC
4098,Bryant-Gonzalez,crypto,US-Central
4099,"Chavez, Martin and Anderson",gaming,EU-East
4100,"Woods, Thomas and Decker",crypto,US-East
4101,Pierce-Fuller,retail,EU-West
4102,"Nguyen, Thompson and Austin",grocery,EU-East
4103,Schneider LLC,grocery,US-East
4104,"Avila, Williams and Hunt",grocery,EU-East
4105,"Love, Anderson and Brown",retail,EU-West
4106,"Martin, Reeves and Davis",grocery,APAC
4107,Compton-Morgan,grocery,EU-West
4108,Cooper-Jones,travel,US-West
4109,Gardner-Warren,retail,EU-West
4110,"Clarke, Neal and Kelley",grocery,US-Central
4111,Olsen Group,gaming,EU-West
4112,Wilson LLC,retail,EU-West
4113,Allen Ltd,gaming,APAC
4114,"Grant, Williams and Cameron",restaurant,EU-West
4115,Mendoza Inc,gaming,US-West
4116,Mason LLC,travel,EU-West
4117,Avila-Santiago,travel,US-Central
4118,Dixon LLC,gaming,EU-East
4119,Johnson-Espinoza,retail,EU-West
4120,Pierce-Williams,grocery,APAC
4121,"Johnson, Perez and Henry",grocery,APAC
4122,Miles-Perkins,travel,EU-West
4123,Hicks-Calderon,online,APAC
4124,Lewis-Herrera,retail,US-East
4125,"Garner, Campbell and Hawkins",online,EU-West
4126,"Price, Davenport and Webster",online,US-West
4127,Cook-Murphy,gaming,US-East
4128,Long-Santos,grocery,EU-West
4129,Johnson-Morrison,retail,EU-West
4130,"Powers, Carrillo and Harris",restaurant,EU-East
4131,"Fitzpatrick, Harris and Wolf",utilities,US-Central
4132,"Burgess, Whitaker and Craig",utilities,US-Central
4133,"Meyers, Ward and Brown",crypto,APAC
4134,"Hall, Zamora and Bridges",travel,APAC
4135,Robinson and Sons,retail,US-Central
4136,Clark-Arroyo,crypto,US-West
4137,Cortez-Ellis,grocery,US-Central
4138,Guzman-Martin,online,APAC
4139,Castillo-Carlson,gaming,US-East
4140,"Mathews, Wright and Jensen",crypto,US-West
4141,Farrell PLC,gaming,EU-West
4142,Vincent LLC,restaurant,US-East
4143,Turner Group,retail,EU-East
4144,"Carroll, Moore and Brown",travel,US-Central
4145,Brewer Group,crypto,US-West
4146,"Walter, Jones and Butler",grocery,APAC
4147,Evans Inc,online,EU-West
4148,Conrad-Clay,crypto,APAC
4149,"Farley, Mcguire and Beard",crypto,US-West
4150,Thompson-Rodriguez,restaurant,EU-West
4151,"Young, Kane and Riley",grocery,APAC
4152,"Nelson, Johnson and Hart",online,US-West
4153,Simon and Sons,online,APAC
4154,Johnson-Jimenez,utilities,APAC
4155,Gutierrez-Dudley,gaming,US-East
4156,"Merritt, Douglas and Chung",retail,EU-East
4157,Mckinney-Higgins,retail,US-East
4158,Pham Inc,grocery,US-East
4159,"Nelson, Wiggins and Young",retail,US-Central
4160,Patrick-Forbes,retail,US-East
4161,Russo Group,restaurant,APAC
4162,"Crane, Freeman and Hall",grocery,EU-East
4163,"Williams, Cox and George",crypto,US-West
4164,Hoover-Stephens,travel,US-East
4165,Hopkins-Watson,travel,US-West
4166,"Fernandez, Flores and Fowler",restaurant,US-Central
4167,Thompson-Morales,gaming,EU-West
4168,Lucero-Saunders,retail,APAC
4169,"Daniels, Ward and Reynolds",grocery,US-Central
4170,"King, Taylor and Middleton",retail,EU-East
4171,"Owens, Molina and Hensley",crypto,APAC
4172,Preston LLC,retail,EU-East
4173,"Hull, Mcgrath and Thomas",crypto,APAC
4174,Fernandez-Collier,gaming,US-Central
4175,Rosales PLC,utilities,EU-East
4176,Rowland and Sons,restaurant,APAC
4177,"Sanders, Colon and Gilmore",grocery,US-Central
4178,"Stephens, Stone and Johnston",crypto,APAC
4179,Michael-Ortega,travel,EU-East
4180,Singh Ltd,travel,US-East
4181,"French, Burns and Nguyen",travel,US-West
4182,Kelley-Foster,grocery,US-East
4183,"Weiss, Robinson and Bell",restaurant,US-Central
4184,Watts-Travis,online,EU-East
4185,Flowers and Sons,online,EU-West
4186,"Smith, Leon and Wagner",gaming,EU-West
4187,Simpson Inc,crypto,APAC
4188,"Clements, Allen and Sullivan",travel,APAC
4189,Weaver Inc,online,EU-West
4190,Martinez-Lopez,restaurant,EU-East
4191,"Jones, King and Tapia",crypto,EU-East
4192,Duffy-Stanley,restaurant,US-West
4193,Wolfe LLC,restaurant,US-Central
4194,Hughes-Clark,travel,US-East
4195,Harvey-Gillespie,travel,EU-West
4196,"Mendez, Williams and Henry",travel,EU-East
4197,Scott Group,restaurant,US-Central
4198,Mullins-Carrillo,grocery,US-Central
4199,Barker-Oliver,travel,APAC
4200,Avery-Cohen,travel,EU-East
4201,"Welch, Davis and James",travel,US-Central
4202,Allen-Riggs,restaurant,US-Central
4203,Morris PLC,utilities,APAC
4204,"Bond, Robinson and Jenkins",retail,US-East
4205,Sutton PLC,crypto,US-East
4206,"Norman, Walls and Wallace",utilities,US-West
4207,"White, Hill and Cunningham",utilities,EU-East
4208,"Valdez, Williams and Richards",retail,EU-East
4209,"Black, Thompson and Hayes",utilities,US-East
4210,Simmons-Mcdaniel,travel,APAC
4211,"Whitehead, Barton and Williams",online,EU-West
4212,"Bruce, Perez and Wallace",crypto,EU-West
4213,"Gould, Wilson and Martin",online,US-Central
4214,Yang PLC,grocery,EU-East
4215,"Johnson, Crawford and Bauer",grocery,US-East
4216,Smith-Warren,retail,EU-West
4217,"Richardson, Stephens and Barnes",online,EU-East
4218,Ramirez PLC,crypto,EU-West
4219,"Henderson, Brown and Baker",online,EU-West
4220,"Howard, Morales and Calhoun",travel,US-West
4221,Hudson Ltd,grocery,EU-East
4222,Griffin PLC,utilities,EU-East
4223,Grant-Woods,grocery,EU-West
4224,"Lopez, Gutierrez and Castro",crypto,EU-East
4225,Harris LLC,online,APAC
4226,Francis Group,restaurant,EU-West
4227,Rodriguez Ltd,retail,APAC
4228,Richards-Smith,crypto,US-Central
4229,Solis-Lopez,travel,US-West
4230,Mendoza-Lewis,gaming,EU-West
4231,"Weaver, Lara and Thomas",crypto,US-Central
4232,Hodge and Sons,utilities,US-East
4233,Woods Inc,restaurant,EU-East
4234,"Martin, Sims and Gutierrez",utilities,US-Central
4235,"Ward, Perez and Baker",retail,US-East
4236,Goodwin Inc,online,US-Central
4237,Norman-Johnson,crypto,APAC
4238,"Barber, Brooks and Cole",utilities,EU-West
4239,Goodman and Sons,restaurant,APAC
4240,Mendez-Tyler,restaurant,US-West
4241,Lucas-Campos,online,EU-East
4242,Crawford-Jones,travel,EU-West
4243,"Johnson, Jones and Miller",grocery,US-Central
4244,Mejia Inc,retail,EU-East
4245,Ramirez-Campbell,crypto,APAC
4246,"Roman, Stark and Turner",retail,US-East
4247,"Jacobs, Calhoun and Wyatt",gaming,EU-East
4248,Dixon-Hughes,crypto,US-Central
4249,"Lawrence, Castro and Fleming",retail,EU-East
4250,"Guerrero, Berry and Harrison",travel,APAC
4251,Holt LLC,gaming,EU-East
4252,"Black, Welch and King",grocery,US-West
4253,Villa-Baxter,restaurant,EU-East
4254,"Palmer, Edwards and Bullock",gaming,US-Central
4255,Knight LLC,retail,EU-West
4256,Lee-Rogers,utilities,EU-East
4257,"Jenkins, Baker and Coleman",restaurant,EU-West
4258,"Lopez, Austin and Buchanan",travel,APAC
4259,"Phillips, Mcdaniel and Ward",utilities,US-West
4260,"Tran, Harris and Ford",gaming,US-West
4261,"Thompson, Hardy and Walter",utilities,US-West
4262,"Wright, George and Schultz",crypto,US-West
4263,White-Holland,travel,US-Central
4264,Brooks-Myers,utilities,APAC
4265,"Nelson, Carroll and Medina",restaurant,US-Central
4266,Scott Inc,gaming,EU-West
4267,Martinez-Bennett,retail,APAC
4268,"Riggs, Smith and Lopez",travel,US-East
4269,Reilly-Gibson,restaurant,US-East
4270,"Silva, Hill and Bradley",retail,US-Central
4271,Baker Group,grocery,EU-East
4272,"Holden, Larson and Alvarez",retail,US-West
4273,Edwards-Taylor,gaming,US-West
4274,Ward Inc,crypto,EU-West
4275,Dunn LLC,online,EU-West
4276,Bowers Ltd,crypto,US-Central
4277,"Henderson, Williams and Keller",crypto,US-Central
4278,"Ball, Mitchell and Allen",online,US-West
4279,Reilly-Gomez,gaming,US-East
4280,"Stewart, Robinson and Shaffer",crypto,US-East
4281,Harris-Jensen,grocery,APAC
4282,"Irwin, Nelson and Tucker",online,EU-East
4283,Mcclain and Sons,retail,US-Central
4284,Rodriguez-Allen,utilities,US-East
4285,Graham-Valencia,utilities,APAC
4286,Griffin-Hall,grocery,US-East
4287,Ortiz Group,gaming,EU-West
4288,Hernandez-Beasley,travel,APAC
4289,"Christensen, Johnson and Hubbard",crypto,US-Central
4290,Macias Group,restaurant,APAC
4291,Clarke-Warren,gaming,APAC
4292,Smith-Romero,crypto,US-East
4293,Massey-Obrien,grocery,US-East
4294,Thomas-Jones,crypto,US-West
4295,"Vega, Jackson and Powell",utilities,EU-East
4296,Wright-Roberts,restaurant,APAC
4297,Parks PLC,restaurant,US-East
4298,Brewer Inc,utilities,APAC
4299,Marquez-Johnson,online,EU-West
4300,"Reed, James and Henry",restaurant,US-East
4301,"Griffin, Coleman and Kim",travel,US-East
4302,Perez-Richardson,gaming,EU-East
4303,Mendoza-Jackson,retail,EU-West
4304,"Newman, George and Patrick",utilities,US-Central
4305,Werner LLC,restaurant,US-Central
4306,Hodges Inc,grocery,EU-West
4307,"Moon, Davis and Dominguez",utilities,US-West
4308,Chavez-Carter,crypto,EU-East
4309,Ramirez-Moon,retail,EU-East
4310,Ortiz and Sons,retail,US-East
4311,"Jones, Wiggins and Oliver",crypto,EU-West
4312,"Pena, Mueller and Mckay",utilities,EU-East
4313,"Thompson, Kelley and Mcmahon",crypto,APAC
4314,"Marquez, Jones and Garcia",online,EU-West
4315,Ferguson Group,grocery,EU-West
4316,"Hodges, Cummings and Hernandez",grocery,EU-West
4317,Sanchez Inc,online,EU-West
4318,Foley-Miranda,grocery,EU-West
4319,"Li, Mason and Jacobson",crypto,EU-East
4320,Taylor-Williams,utilities,EU-West
4321,Bradford and Sons,utilities,APAC
4322,"Flowers, Berry and Ramirez",utilities,EU-West
4323,"Obrien, Williams and Mcgrath",online,APAC
4324,"Lindsey, Byrd and Foster",crypto,APAC
4325,"Barber, Oneal and Owens",travel,EU-West
4326,"Harding, Gomez and Jacobs",utilities,US-West
4327,"Monroe, Sullivan and King",grocery,US-West
4328,Jackson-Hodge,travel,US-West
4329,Ballard and Sons,travel,US-Central
4330,Greene LLC,online,EU-East
4331,Wilson-Strong,restaurant,US-East
4332,Bennett-Brooks,online,US-Central
4333,Freeman-Christensen,crypto,EU-East
4334,Graham Ltd,grocery,US-Central
4335,Cole PLC,utilities,US-East
4336,"Taylor, Leon and Sanders",online,EU-East
4337,King-Ross,crypto,US-East
4338,"Marshall, Khan and Ford",retail,US-East
4339,Moyer-Sanchez,restaurant,EU-West
4340,Prince Inc,gaming,US-Central
4341,Brooks-Bell,online,APAC
4342,Eaton-Wiggins,utilities,US-West
4343,"Arnold, Williams and Jarvis",retail,EU-East
4344,Jones-Rivera,gaming,US-Central
4345,Weeks-Martin,crypto,APAC
4346,"Nelson, Johnson and Robinson",grocery,APAC
4347,"Watson, West and Cook",gaming,US-West
4348,"Stevens, Howell and Mitchell",grocery,US-Central
4349,Stephenson Group,online,US-Central
4350,Gallagher-Johnson,crypto,US-East
4351,"Chandler, Knight and Jones",gaming,US-Central
4352,Fitzpatrick Group,online,APAC
4353,Guerrero-Gonzales,gaming,APAC
4354,"Reid, Thomas and Gill",online,EU-West
4355,Smith-Anderson,restaurant,US-East
4356,Hudson-Butler,online,US-West
4357,Simmons PLC,gaming,US-West
4358,Mooney-Clark,retail,EU-East
4359,Acosta-Buchanan,retail,APAC
4360,Mcdonald and Sons,utilities,US-East
4361,"Snyder, Miller and Stevens",travel,US-East
4362,Jensen-Krause,travel,US-East
4363,Sosa-Scott,crypto,EU-West
4364,"Kelley, Valenzuela and Harmon",restaurant,EU-West
4365,"Ortega, Rose and Contreras",grocery,US-West
4366,"Lawrence, Fleming and Drake",retail,US-East
4367,Webb-Murphy,restaurant,US-East
4368,"Turner, Kaufman and Esparza",restaurant,EU-East
4369,Crane LLC,restaurant,US-Central
4370,Rodriguez-Hernandez,retail,US-East
4371,Richard and Sons,gaming,APAC
4372,Marshall and Sons,retail,US-Central
4373,Terry PLC,gaming,EU-East
4374,Gutierrez-Ross,grocery,EU-East
4375,"Rivera, Miller and Martin",utilities,US-West
4376,Fry-Bates,utilities,US-Central
4377,Howe-Brown,restaurant,US-East
4378,Briggs-Moore,grocery,EU-West
4379,Good-Cook,travel,US-Central
4380,Wilson-Young,online,US-West
4381,Reilly-Sanders,utilities,EU-West
4382,Sanchez-Ballard,online,US-West
4383,Moore-Murphy,grocery,US-West
4384,Castaneda-Garcia,gaming,US-East
4385,Hogan Inc,grocery,APAC
4386,Fernandez Group,online,APAC
4387,Michael Ltd,crypto,APAC
4388,"Hernandez, Williams and Ruiz",retail,US-Central
4389,"Jennings, Serrano and Howard",gaming,EU-West
4390,"Miller, Martin and Collins",crypto,APAC
4391,Mcneil PLC,restaurant,EU-East
4392,Underwood and Sons,grocery,US-West
4393,Prince Group,travel,US-Central
4394,Adams LLC,gaming,US-Central
4395,"Copeland, Jones and Salazar",gaming,US-Central
4396,Moore-Parsons,travel,US-Central
4397,"Davis, Obrien and Barker",gaming,US-West
4398,Long LLC,grocery,EU-East
4399,"Martin, Kennedy and Chavez",utilities,EU-West
4400,"Torres, Valdez and Briggs",restaurant,US-West
4401,Roman-Young,restaurant,APAC
4402,Wade-Clark,grocery,US-Central
4403,Hernandez-Moore,online,EU-East
4404,Brown Inc,online,EU-East
4405,Townsend-Watts,travel,US-Central
4406,"Allen, Olson and Ortiz",utilities,APAC
4407,"Barnett, Powers and Daniel",retail,US-East
4408,Pineda-Clark,restaurant,US-Central
4409,Douglas-Diaz,travel,EU-East
4410,Lee-Jones,crypto,APAC
4411,Lopez-Jimenez,grocery,EU-East
4412,"Levy, Bowers and Huffman",gaming,APAC
4413,Anderson-Murphy,grocery,US-East
4414,"Henderson, Edwards and Sexton",gaming,US-West
4415,"Parrish, White and Booth",utilities,EU-West
4416,Best Group,restaurant,US-West
4417,Tucker LLC,crypto,US-West
4418,Solomon-Le,crypto,US-East
4419,Johnson-Smith,utilities,US-East
4420,Dawson-Mcbride,retail,US-East
4421,Rogers-Garcia,grocery,US-Central
4422,"Harris, Hernandez and Becker",utilities,APAC
4423,"Manning, Hill and Myers",grocery,US-East
4424,"Chaney, Salazar and Salazar",gaming,US-East
4425,Carrillo-Simon,utilities,US-West
4426,"Payne, Ryan and Campos",gaming,EU-East
4427,Lawrence-Hanna,utilities,EU-West
4428,Wells Group,crypto,APAC
4429,Sloan-Lynch,retail,US-Central
4430,Leblanc PLC,travel,EU-East
4431,"Phelps, Montoya and Barnett",grocery,EU-East
4432,"King, Baker and Schmidt",crypto,APAC
4433,Benjamin LLC,utilities,US-East
4434,"Olsen, Payne and Butler",travel,US-East
4435,"Oneill, Oconnor and Wang",online,EU-East
4436,Mack-Alvarado,online,US-West
4437,Zhang-Lewis,retail,EU-East
4438,"Tran, Chan and Wyatt",online,EU-East
4439,Castro-Murphy,crypto,APAC
4440,"Douglas, Smith and Jordan",gaming,US-East
4441,Lucas-Potts,crypto,APAC
4442,"Scott, Sandoval and Powers",travel,US-East
4443,"Martin, Davis and Huynh",online,US-West
4444,Cuevas-Holt,grocery,EU-East
4445,"Jones, Mcgrath and Marks",restaurant,EU-East
4446,Mckay Inc,utilities,EU-West
4447,Sanford-Wilson,online,US-Central
4448,Morgan-Mason,gaming,US-West
4449,"Marshall, Martinez and Contreras",gaming,EU-East
4450,Floyd-Kelly,retail,US-Central
4451,Gardner LLC,gaming,APAC
4452,"Smith, Sloan and Brock",retail,US-Central
4453,Gay and Sons,restaurant,US-Central
4454,"Nichols, Mendoza and Middleton",grocery,US-East
4455,"Bell, Peterson and Price",utilities,EU-East
4456,Garcia-Hunt,restaurant,EU-West
4457,Lewis-Lee,grocery,US-East
4458,"Webb, Willis and Terry",restaurant,EU-West
4459,"Perez, Sandoval and Durham",utilities,EU-West
4460,Grant-Ellis,travel,EU-West
4461,Day-Gonzalez,grocery,EU-West
4462,Duncan Inc,restaurant,US-West
4463,"Peck, Wong and Perry",utilities,US-Central
4464,Montes Group,utilities,APAC
4465,"Meyer, Miranda and Watkins",crypto,APAC
4466,Snyder-Ferrell,travel,US-West
4467,"Juarez, Wilson and Cochran",utilities,US-West
4468,"Stewart, Collins and Short",grocery,EU-West
4469,Ortega-Murillo,retail,US-East
4470,"Green, Gray and Hernandez",gaming,EU-East
4471,Atkinson-Zavala,retail,US-West
4472,"Cox, Jimenez and Rodgers",retail,APAC
4473,Johnson-Zavala,online,US-West
4474,Lopez-Davis,grocery,US-Central
4475,Velazquez PLC,crypto,EU-East
4476,"York, Cox and Davis",travel,APAC
4477,Tate-Flores,gaming,EU-East
4478,White and Sons,online,APAC
4479,"Mcbride, Hall and Hill",gaming,EU-East
4480,"Fischer, Durham and Miller",grocery,US-West
4481,"Dunn, Ray and Vaughn",retail,EU-East
4482,Escobar-Barrett,gaming,EU-West
4483,Woodard Inc,utilities,US-East
4484,Ellison-Fisher,travel,APAC
4485,"Cook, Figueroa and Taylor",gaming,APAC
4486,Rush PLC,retail,US-Central
4487,Harrison LLC,gaming,US-West
4488,Weaver-Baker,retail,EU-West
4489,"Ayers, Jacobson and Wright",retail,US-West
4490,Jackson-Wong,retail,US-East
4491,"Haynes, Garcia and Burnett",gaming,US-Central
4492,Robinson-Erickson,travel,APAC
4493,Rojas Ltd,retail,APAC
4494,"Allen, Russell and Maldonado",travel,APAC
4495,Ray-Blair,retail,APAC
4496,Vasquez and Sons,gaming,US-West
4497,Jordan PLC,travel,US-West
4498,"Price, Bryan and Carter",grocery,US-West
4499,Bartlett-Roberts,gaming,EU-West
4500,Jensen Inc,crypto,US-Central
4501,"Fisher, Wong and Jimenez",travel,US-West
4502,"King, Anderson and Lopez",grocery,EU-West
4503,"Carpenter, Coffey and Wright",online,US-East
4504,"Williams, Bolton and Mcgee",online,EU-East
4505,"Jones, Foster and Sanford",gaming,APAC
4506,Chung-Andrews,online,US-Central
4507,"Clark, Rodriguez and Horton",online,EU-East
4508,Rodriguez-Clark,crypto,EU-East
4509,Melton LLC,online,US-West
4510,Gray-Stone,crypto,US-West
4511,Ramos-Harris,online,US-West
4512,"Thomas, Price and Lopez",utilities,US-Central
4513,"Hodge, Bates and Burns",gaming,APAC
4514,Kim-King,utilities,US-Central
4515,Ford-Brown,grocery,APAC
4516,Goodman PLC,utilities,APAC
4517,Harris-Rodriguez,travel,EU-West
4518,Taylor-Ramirez,utilities,US-East
4519,Hammond-Kennedy,grocery,APAC
4520,"Brown, Gibson and Turner",grocery,EU-West
4521,Cole Ltd,online,US-West
4522,Franco-Stuart,utilities,EU-East
4523,Martin-Walker,utilities,APAC
4524,"Tucker, Robinson and Fry",crypto,US-West
4525,"May, Thomas and Adams",travel,EU-East
4526,Boyd-Vaughn,gaming,US-Central
4527,Atkins-Black,gaming,EU-East
4528,Francis-Smith,gaming,US-Central
4529,"Krueger, Rodriguez and Roach",utilities,EU-East
4530,Pacheco-Todd,grocery,US-Central
4531,"Velazquez, Foley and Andrews",online,US-Central
4532,"Weeks, Burton and Madden",crypto,APAC
4533,Mack-Carrillo,grocery,EU-East
4534,Bradley-Smith,retail,US-East
4535,Le-Coleman,retail,US-Central
4536,"Ballard, Willis and Fuller",grocery,EU-West
4537,"Wilkinson, Guzman and Elliott",crypto,US-Central
4538,Zamora LLC,utilities,EU-West
4539,Hodge LLC,online,EU-East
4540,Blake-Patel,online,APAC
4541,Perez-Bernard,travel,US-West
4542,Norris Inc,travel,US-East
4543,"Huang, Hall and Delacruz",travel,US-Central
4544,Mcdonald PLC,crypto,EU-East
4545,"Jones, Becker and Daugherty",grocery,EU-West
4546,Higgins-Walker,travel,APAC
4547,Robinson Inc,online,US-Central
4548,Martinez-Ramirez,retail,US-West
4549,"Wu, Orozco and Davis",utilities,EU-East
4550,Carr Inc,gaming,APAC
4551,Moody-Herrera,gaming,EU-West
4552,"Mays, Allen and Alvarez",travel,EU-East
4553,Weaver-Sandoval,crypto,US-Central
4554,"Chandler, Howe and Burns",crypto,US-West
4555,Flynn LLC,online,US-East
4556,Buckley LLC,gaming,EU-West
4557,Mullins-Hawkins,grocery,EU-West
4558,"Armstrong, Contreras and Lee",restaurant,US-Central
4559,"White, Wilcox and Gonzalez",restaurant,US-West
4560,Murray-Stanley,utilities,US-Central
4561,Montgomery Inc,online,APAC
4562,Swanson Ltd,utilities,EU-West
4563,Richardson LLC,restaurant,US-East
4564,"Reynolds, Watts and Bass",online,EU-East
4565,"Peters, Byrd and Dodson",restaurant,US-East
4566,"Nolan, Stark and Joyce",gaming,EU-West
4567,Moore-Osborn,gaming,US-Central
4568,"Guerrero, Lewis and Cole",restaurant,US-West
4569,Carr Group,restaurant,US-Central
4570,Stewart-Obrien,restaurant,US-Central
4571,"Yates, Houston and Gonzalez",retail,US-East
4572,Bennett-Nichols,travel,US-Central
4573,"Martinez, Brown and Mclaughlin",utilities,EU-West
4574,"Herring, Wilson and Mendoza",travel,US-West
4575,"Carpenter, Rojas and Taylor",restaurant,EU-East
4576,"White, Liu and Lindsey",grocery,US-Central
4577,Odonnell PLC,restaurant,US-East
4578,"Stephens, Jones and Ryan",crypto,US-East
4579,"Taylor, White and Patterson",travel,APAC
4580,"Fields, Holmes and Weber",utilities,EU-West
4581,"Miller, Wolf and Murray",gaming,US-East
4582,"Hill, Boone and Johnson",travel,APAC
4583,Deleon Ltd,retail,US-Central
4584,"Johnson, Pacheco and Johnson",online,US-East
4585,Martin-Harmon,gaming,US-East
4586,"Willis, Miller and Lee",crypto,APAC
4587,"Watson, Cobb and Goodman",utilities,EU-West
4588,"Johnson, Hernandez and Gomez",restaurant,US-Central
4589,Chambers-Norton,crypto,APAC
4590,"Brewer, Goodwin and Green",retail,US-West
4591,Gardner and Sons,restaurant,EU-East
4592,"Barnett, Fernandez and Mitchell",travel,EU-East
4593,"Kent, Jones and Thompson",restaurant,US-West
4594,Mason-Kramer,restaurant,US-East
4595,Gray-Williams,crypto,US-East
4596,Mcdonald-Williams,crypto,US-Central
4597,Davis-Ramsey,online,US-East
4598,Moreno-Sullivan,restaurant,EU-West
4599,"Martinez, Gutierrez and Salinas",crypto,EU-East
4600,"Perez, Morris and Stanley",utilities,US-Central
4601,Collins-Jackson,restaurant,US-Central
4602,"Bennett, Williams and Klein",travel,EU-West
4603,"Harrison, Russell and Allen",online,EU-West
4604,"Chase, Grant and Montgomery",grocery,EU-West
4605,Barton Ltd,restaurant,EU-East
4606,"Lopez, Brown and Adams",retail,EU-West
4607,Hebert Group,grocery,EU-East
4608,Davenport-Martinez,travel,US-East
4609,"Herman, Rodgers and Green",travel,US-East
4610,"Green, Vincent and Thompson",utilities,EU-East
4611,Jimenez-Galvan,grocery,US-West
4612,"Lee, Robbins and Lopez",utilities,APAC
4613,"Brown, Adams and Moore",restaurant,US-West
4614,Thomas Group,online,US-West
4615,"Gregory, Barber and Boyd",retail,US-East
4616,"Caldwell, Cross and Russell",utilities,US-West
4617,"Anderson, Bowen and Kirk",travel,EU-West
4618,Lewis-Collins,travel,EU-East
4619,Miller-Marks,crypto,US-West
4620,Carter-Hendrix,crypto,APAC
4621,Moore-Shah,restaurant,US-East
4622,Todd-Cline,restaurant,US-East
4623,"Lowe, Morgan and Vega",grocery,US-West
4624,Lee-Grimes,gaming,US-Central
4625,"Johnson, Miller and Bennett",restaurant,EU-East
4626,Conner-Roy,retail,US-East
4627,"Johnston, Briggs and Wagner",restaurant,US-West
4628,Ingram Ltd,utilities,US-East
4629,Richardson PLC,retail,EU-East
4630,"Mason, White and Haas",retail,US-Central
4631,Swanson-Anderson,gaming,APAC
4632,"Decker, Brown and Watts",crypto,US-Central
4633,Kaiser LLC,online,US-Central
4634,Harris and Sons,online,US-West
4635,Booker LLC,utilities,EU-East
4636,Poole LLC,travel,EU-West
4637,"Edwards, Fletcher and Foster",crypto,US-West
4638,Roman Inc,utilities,EU-East
4639,Fox-Griffith,online,US-Central
4640,Stephens PLC,travel,APAC
4641,"Shelton, Vasquez and Taylor",travel,US-Central
4642,"Morris, Perez and Khan",travel,US-East
4643,Cummings Inc,travel,US-West
4644,"Juarez, Crawford and Nixon",crypto,EU-East
4645,Davis-Yu,grocery,EU-West
4646,Maxwell-Cortez,retail,APAC
4647,"Snow, Smith and Lopez",utilities,US-Central
4648,Osborn Inc,grocery,EU-West
4649,"Rodriguez, Osborne and Rodriguez",restaurant,US-Central
4650,Monroe PLC,gaming,EU-West
4651,Kennedy-Warner,online,EU-East
4652,Daniel-Morrow,retail,US-West
4653,"Wilson, Hardy and Perry",online,US-Central
4654,Khan Ltd,travel,EU-East
4655,Myers PLC,retail,US-Central
4656,Anderson-Brown,gaming,EU-East
4657,Munoz-Stokes,restaurant,APAC
4658,"Fowler, Andrews and Rodriguez",utilities,EU-East
4659,Perez-Sanders,travel,APAC
4660,Cooper-Johnson,travel,US-East
4661,Avila Group,grocery,US-East
4662,David PLC,restaurant,APAC
4663,"Wagner, Jones and Hayes",crypto,APAC
4664,Morgan-Jones,crypto,EU-East
4665,Peck-Dominguez,utilities,US-Central
4666,"Carter, Stone and Russell",online,US-East
4667,"Williams, Richardson and Smith",online,EU-West
4668,Young-Walls,utilities,EU-East
4669,Graham-Gibbs,grocery,US-Central
4670,Stone Inc,restaurant,APAC
4671,Mcmillan and Sons,crypto,US-West
4672,Myers-Wilkerson,restaurant,EU-West
4673,Meyers Inc,gaming,US-Central
4674,Moore-Bryant,travel,US-Central
4675,Bentley-Lewis,grocery,EU-West
4676,Kelly-Roth,crypto,US-East
4677,"Pierce, Graham and Rodriguez",online,US-West
4678,"Boone, Coleman and Hoffman",crypto,US-West
4679,Roberts-Mccarty,utilities,US-West
4680,Cooper and Sons,restaurant,US-East
4681,Roy-Durham,restaurant,US-West
